county,population,median_income,poverty_rate,bachelors_or_higher_pct,private_school_count,private_enrollment,private_teachers_fte,avg_student_teacher_ratio,private_student_teacher_ratio,private_schools_per_100k,private_enrollment_per_100k,public_student_count,district_count,avg_econ_disadv_pct,avg_attendance_rate,avg_chronic_absenteeism_rate,avg_ccmr_rate,avg_graduation_rate
montague,20197,63336,12.95503751069936,16.719487287837172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3225.0,7.0,49.78275968992248,94.97863565891473,12.353922480620152,29.361659046374918,96.46773350751144
montgomery,629989,95946,8.815014363800985,37.74240863082611,30.0,4130.0,420.9,9.779022220453331,9.812306961273462,4.7619879077253735,655.5670019635263,131548.0,7.0,48.001439018457134,94.16518761212637,16.209718125703166,29.086080457845632,96.39168023866421
moore,21284,59041,13.479891743032145,11.843468558221089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4961.0,2.0,68.54632130618826,94.77613384398308,13.14033460995767,13.811187260632938,99.03126385809313
morris,11993,51532,15.766073871409027,13.543074843308345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1870.0,2.0,72.0827807486631,93.97363636363637,19.94080213903743,30.297486631016046,97.67909090909092
motley,1223,66528,9.403107113654947,20.412595005428884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,1.0,53.39999999999999,96.6,4.2,33.3,100.0
nacogdoches,64768,51153,22.4418722029678,25.358610632374383,2.0,216.0,26.8,7.728009259249999,8.059701492537313,3.08794466403162,333.498023715415,10379.0,9.0,68.67021871085846,93.96245303015704,17.545495712496386,27.95236026071499,97.3226150503654
navarro,52834,56261,16.45697030699547,17.003679175864605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10589.0,7.0,71.02065350835774,93.5285484937199,19.622920011332514,22.14450845216734,93.18140523184437
newton,12333,38871,24.21849292530438,6.788780767029193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747.0,3.0,70.07418431597023,93.88511734401831,16.863537492844877,31.206639954207212,96.080251860332
nolan,14657,47437,15.535739166782776,13.955928646379853,1.0,28.0,4.6,6.0869565217,6.086956521739131,6.822678583611926,191.03500034113392,14448.0,4.0,80.74120985603544,98.78318798449614,3.5921926910299002,62.95664451827243,96.66168327796235
nueces,353245,64027,17.30461965960403,22.490441627037896,20.0,2181.0,256.9,8.72327495727,8.489684702218764,5.661792806692239,617.4185055697886,56438.0,15.0,66.08124667777031,92.19058790176832,25.169910344094404,27.73584527272399,94.09867386944659
ochiltree,9924,62240,12.216227221826326,18.558736426456072,1.0,15.0,2.0,7.5,7.5,10.076582023377672,151.14873035066506,1790.0,1.0,61.3,95.1,11.5,12.6,99.4
oldham,2171,71103,17.17062634989201,23.886328725038403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,4.0,40.429181494661925,95.96393831553975,6.001067615658362,55.9632265717675,97.60818505338078
orange,84761,71910,11.92052190298997,17.1633232766986,2.0,131.0,24.4,5.36954915,5.368852459016394,2.35957574828046,154.5522115123701,14985.0,5.0,55.69247247247247,93.17552886219552,21.348008008008005,41.15432098765432,95.0512178845512
palo pinto,28569,65242,15.83362831858407,18.062760002054336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4710.0,6.0,65.91114649681529,94.18496815286623,16.082377919320596,32.2477479428324,97.85686444348202
panola,22540,58205,13.971856559237402,16.152236463510334,1.0,35.0,5.6,6.25,6.25,4.436557231588288,155.27950310559004,3974.0,4.0,50.534121791645696,94.32249622546553,15.561701056869651,31.25052843482637,95.19084046300956
parker,151188,95721,7.912413853267034,30.880566008153025,4.0,721.0,72.2,8.803499227725,9.986149584487537,2.645712622694923,476.8897002407599,26862.0,9.0,31.76094855185764,94.52324100960466,12.99730474275929,32.06873420109414,96.03197509903792
parmer,9809,65575,9.513023782559456,18.45018450184502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,4.0,72.67726851851853,95.48861111111111,10.087546296296296,14.263564814814815,99.41203703703704
pecos,15114,59325,22.965230358684565,11.471903558234493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14005.0,3.0,68.9486469118172,82.84381292395574,49.19214566226348,14.667811495894325,71.85484469832204
polk,50536,57315,16.369391334103256,13.18642211880646,2.0,78.0,12.4,6.3479623824,6.290322580645162,3.9575747981636855,154.34541712838373,7029.0,6.0,65.13082942097027,95.25744771660264,11.850149381135296,26.124797268459243,92.65731967562952
potter,117905,47974,20.70804258686425,16.96768693891686,4.0,611.0,72.9,8.301415795775,8.381344307270233,3.392561808235444,518.2138162079641,32585.0,4.0,67.77940770293078,93.50820622986038,18.719677765843176,23.869142243363513,96.53776277428264
presidio,6168,29012,39.99675482719455,21.21771217712177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277.0,2.0,93.97862176977291,93.9961628817541,17.442051683633515,0.0,14.343774471417385
rains,12257,60291,10.993344836085775,20.4983135676205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708.0,1.0,61.7,92.6,26.3,30.8,98.4
randall,141489,78038,9.433295086344382,32.709488518752885,5.0,419.0,61.9,6.936631956559999,6.768982229402262,3.5338436203521124,296.136095385507,11501.0,1.0,33.3,94.8,11.3,21.1,95.3
reagan,3308,70319,7.186358099878197,11.983887210473316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,1.0,61.60000000000001,94.1,14.5,20.800000000000004,100.0
real,2830,46842,24.527574238333976,20.945602440264363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,2.0,65.64058252427185,90.22543689320388,36.144271844660196,18.53980582524272,83.69631067961164
red river,11627,44583,20.21174205967276,13.968591333097176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,4.0,72.52909275215407,93.82017232640649,18.328231120121643,23.875722250380132,92.20775468829196
reeves,14022,57487,20.96611615104288,9.841269841269842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3052.0,2.0,64.17588466579294,90.8578636959371,32.17765399737877,21.853145478374838,97.23872870249016
refugio,6718,54304,16.297878834121775,11.205613438230916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195.0,3.0,56.688451882845186,93.75213389121339,18.095983263598328,19.415230125523014,95.09966527196653
roberts,764,62667,14.736842105263156,19.21641791044776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,1.0,31.599999999999998,95.10000000000001,11.1,50.0,100.0
robertson,16912,59410,14.248937316649704,18.38006230529595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3401.0,5.0,60.984210526315785,94.88882681564246,13.576595119082622,5.6400764481035,96.64745663040283
rockwall,110631,121303,4.173165859398517,43.8688542794481,7.0,799.0,108.0,6.695568535028571,7.398148148148148,6.3273404380327385,722.2207157125941,29126.0,2.0,32.368619103206754,94.53132596305706,14.118066332486439,22.76566298152853,97.90121540891299
runnels,9858,55424,11.8580375782881,18.3187134502924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,4.0,61.390378710337764,94.13132036847493,17.297748208802457,33.67011258955987,99.22579324462642
rusk,52755,61661,13.423717465896727,15.833356416719758,1.0,96.0,21.0,4.5714285714,4.571428571428571,1.8955549237039144,181.97327267557577,7698.0,8.0,63.70210444271239,94.58871135359833,15.656625097427902,40.65958690568979,98.85526110678099
sabine,9980,47061,17.309644670050762,17.88201287610038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.0,2.0,59.192410400562196,93.02094167252284,25.183766690091357,19.7767392832045,96.79529163738582
san augustine,7920,45888,27.284578281840695,12.775782452539763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.0,2.0,79.06300102774922,93.9774922918808,17.306269270298046,46.35323741007194,100.0
san jacinto,27666,54839,17.37739484494856,15.998773257002656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3546.0,2.0,72.15093062605753,93.65386350817822,21.09836435420192,30.224139875916528,94.84929498025944
san patricio,68942,63842,15.759941089837998,17.60304659498208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13811.0,7.0,63.15961190355514,93.12948374484107,21.128549706755486,27.078184056187098,94.58087756136413
san saba,5779,54087,14.280170741171904,19.43634596695821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0,3.0,65.90694586312563,93.67548518896832,19.32216547497446,11.60602655771195,98.09662921348314
schleicher,2474,53774,14.476885644768856,13.595166163141997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,1.0,62.2,95.3,11.1,17.1,100.0
scurry,16883,58932,11.822096622258108,18.558476881233,1.0,45.0,6.0,7.5,7.5,5.923117929277972,266.54030681750874,2848.0,3.0,63.38679775280899,93.89831460674158,18.160393258426968,31.85252808988764,96.22794943820224
shackelford,3134,60924,11.301259283177268,32.402234636871505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,2.0,48.005602716468594,93.75331069609507,18.64872665534805,31.25568760611205,100.0
shelby,24157,49231,23.26406276080788,13.833668847508807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5161.0,6.0,71.52561519085448,94.47982949040885,15.630013563262933,30.373320197044336,97.22774384236453
sherman,2414,66169,8.319327731092436,21.785940468651045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,2.0,61.34281150159744,96.38370607028754,7.47635782747604,42.1,97.4
smith,234667,69053,12.6128296201567,27.37845123504276,14.0,3115.0,334.0,7.734765365564286,9.326347305389222,5.965900616618442,1327.4128871976034,40339.0,10.0,60.241661915268104,93.90746919854234,17.06442152755398,34.87289223828057,97.35400480924167
somervell,9337,87899,7.281659388646289,28.597560975609756,1.0,106.0,21.6,4.9074074074,4.907407407407407,10.71007818357074,1135.2682874584984,2168.0,2.0,37.72767527675276,95.17186346863468,10.539160516605167,20.700691881918818,97.76692804428045
starr,65716,35979,33.4602394841879,12.732902235861465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15454.0,3.0,93.88885725378543,94.28223760838617,18.121405461369225,40.921030154005436,97.34547689918467
stephens,9260,44712,16.659096070860777,18.40944881889764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,1.0,66.3,94.1,16.9,18.8,94.0
sterling,1392,63558,1.7699115044247788,23.414634146341463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,1.0,45.4,94.1,15.1,82.4,94.6
stonewall,1331,66591,7.059736229635376,15.084525357607282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,1.0,51.9,95.4,8.8,0.0,100.0
sutton,3345,56778,16.56644618159952,15.341772151898732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,1.0,47.4,95.4,10.5,34.5,98.3
swisher,6989,40290,29.51617970468112,19.29785824685361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.0,3.0,65.64794832826749,93.94103343465045,18.48905775075988,25.160486322188454,96.40889057750759
tarrant,2113854,78872,11.02060697969056,33.91045357754241,85.0,14323.0,1710.5,8.085999379111765,8.373574978076586,4.021091333649344,677.5775431983476,335744.0,26.0,60.9602828345406,93.76803587572391,18.580229564055056,21.780785295569167,92.50999915740819
taylor,143029,61806,14.582206301630237,28.670735064696707,5.0,550.0,34.4,13.51251798562,15.988372093023257,3.4957945591453483,384.5374015059882,39438.0,6.0,46.40835488615041,94.26398651047212,16.38703534662001,14.078107409097825,93.62676352756225
terrell,862,52813,6.380510440835267,29.526462395543174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,51.8,94.9,11.8,0.0,100.0
terry,11816,42694,22.353261362605465,11.025013594344752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2085.0,3.0,80.49520383693046,94.36009592326138,17.022110311750602,20.27625899280575,100.0
throckmorton,1439,55221,13.968033356497568,20.206766917293237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,2.0,57.023566878980894,94.62006369426751,15.89968152866242,18.93407643312102,100.0
titus,31301,57634,18.335164480062044,15.348980852378013,1.0,11.0,2.0,5.5,5.5,3.1947861090699976,35.142647199769975,6963.0,3.0,72.65510555794916,94.5,13.492244722102543,41.7350710900474,98.81373517786561
tom green,119276,67215,11.73963580007749,24.64364247833398,7.0,588.0,99.1,7.507215185371429,5.933400605449042,5.868741406485798,492.97427814480704,20878.0,7.0,52.757802471501094,93.69120126448892,18.31222339304531,16.028800651403394,94.54321774116295
travis,1289054,92731,11.281487165963014,53.790602106290585,85.0,13738.0,1840.8,7.108204223035294,7.463059539330726,6.593982874262831,1065.7427850190916,193666.0,23.0,57.10543306517407,92.35344562287649,22.75209484369998,15.566590378327883,92.21315528497107
trinity,13735,51165,14.238165680473372,14.841166449544044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255.0,4.0,76.20771618625278,93.91445676274945,18.27410199556541,27.618802660753882,94.38181818181818
tyler,19962,50898,17.951175508823365,13.10693041914511,1.0,32.0,4.0,8.0,8.0,5.009518084360284,160.3045786995291,3367.0,5.0,61.844668844668846,94.16118206118206,16.782773982773982,31.287080487080488,94.75503415503415
upshur,41261,60456,14.558914250462676,17.025641025641026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7405.0,7.0,57.836948008102645,94.5705874409183,14.058203916272788,42.91977042538824,95.13597569209993
upton,3284,55284,20.335299596398634,9.658314350797266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,2.0,44.31267605633803,93.0416133162612,21.15864276568502,23.124199743918055,92.31754161331627
uvalde,24833,55000,24.12414080399917,19.088208704636443,3.0,169.0,30.3,5.316993464033334,5.577557755775578,12.08069906978617,680.5460475979543,5062.0,4.0,79.36317661003557,88.0589095219281,40.95768470960095,10.77489134729356,92.4450809956539
val verde,47693,57250,16.198982377219227,20.23433979269941,2.0,225.0,17.9,12.5951711805,12.569832402234638,4.193487513890927,471.7673453127293,9920.0,2.0,71.91499999999999,90.97629032258065,30.406129032258065,40.37080645161291,92.3383870967742
van zandt,60053,62334,13.14518997848661,17.07784431137725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10713.0,8.0,56.28155511994773,94.47527303276394,14.910351908895734,40.10242695790161,99.01981704471206
victoria,91209,66308,16.642231200546163,19.19690680235672,12.0,1968.0,150.7,14.434419571216669,13.059057730590578,13.156596388514291,2157.6818077163434,13789.0,3.0,70.51672347523389,91.94703024149685,27.209369787511786,25.007354990100467,97.33299846007186
walker,77182,47193,19.459326211996714,19.32128639450472,2.0,447.0,56.3,5.02321814255,7.939609236234459,2.591277759062994,579.1505791505791,12482.0,4.0,62.978769427976275,95.55591251402018,14.133496234577791,23.102781237027813,87.78347862183479
waller,57463,71643,13.027529874451671,24.87463336171823,2.0,70.0,14.0,4.325,5.0,3.4805004959713206,121.81751735899624,14332.0,3.0,65.86898548702204,93.04632291375943,20.479346915992185,23.178439854870224,95.79973485905667
ward,11347,70771,13.616945532217873,11.344654788418708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320.0,2.0,58.88241379310345,93.51844827586207,21.94051724137931,14.20396551724138,96.50982758620691
washington,35807,70043,11.889925762499628,28.853068815871048,4.0,337.0,34.5,9.50611591785,9.768115942028986,11.1710000837825,941.1567570586758,5460.0,2.0,57.460842490842495,93.88479853479853,16.532967032967033,17.950659340659342,95.9240293040293
webb,267282,59984,21.38728980457506,20.58327243738789,9.0,1478.0,122.4,13.9833349203,12.07516339869281,3.3672301165061618,552.9740124662342,61479.0,4.0,82.49526992956945,93.75776281331837,18.583804225833212,56.410172579254706,95.71601197156753
wharton,41614,59712,14.645342449029425,18.106648046745804,3.0,277.0,56.400000000000006,4.600641666633333,4.911347517730496,7.209112317969915,665.6413706925554,7690.0,5.0,66.26342002600781,94.36618985695709,15.902782834850456,28.87344603381015,96.20668400520155
wheeler,4980,58158,18.334356455903414,17.265353418308226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,4.0,59.759247967479666,95.6441056910569,10.649390243902438,20.746341463414634,98.94430894308944
wichita,129584,58862,15.754212800777353,23.86674014087881,2.0,375.0,43.3,8.7458799549,8.660508083140877,1.5434004198049145,289.38757871342136,19340.0,5.0,61.83421923474664,93.91039296794209,18.589358841778697,19.51543950361944,95.52825232678386
wilbarger,12795,50769,18.393442622950825,16.63794093990578,1.0,6.0,1.0,6.0,6.0,7.815552950371239,46.89331770222744,2101.0,3.0,68.63379343169919,94.99857210851975,12.366825321275583,15.613422179914329,96.31603998096145
willacy,20308,42839,26.617297011372653,10.482747949868482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3887.0,4.0,79.84926678672497,90.45034731155133,33.90977617700025,36.72675585284281,96.10123488551582
williamson,617396,102851,6.340779341205434,46.28418147783632,29.0,4013.0,371.9,9.833072948265515,10.79053509007798,4.697147373808706,649.9880141756669,135714.0,13.0,27.70433779860589,94.03857523910577,16.16327939637768,29.309991930050565,97.08532823964048
wilson,50381,89708,10.290269334514273,25.393120751524343,1.0,49.0,4.0,12.25,12.25,1.9848752505905003,97.25888727893452,9423.0,4.0,41.51475114082564,94.49204075135307,14.471389154197176,32.608776398174676,93.85179879019421
winkler,7582,89155,12.63340448239061,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1771.0,2.0,60.38379446640316,92.8596837944664,26.564709203839637,5.551101072840203,99.01931112365895
wise,70062,85385,9.081235514481872,20.80563904999789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10520.0,7.0,47.040760456273766,94.98954372623572,11.353640684410646,22.8054752851711,96.3079752851711
wood,45341,61748,12.625752216454591,21.13308261555259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6343.0,6.0,61.08429765095381,95.02762099952704,12.934652372694309,50.95593567712439,97.70438278417153
yoakum,7630,80317,13.620825663949512,9.682332463011315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890.0,2.0,60.34761904761905,94.2104761904762,15.723809523809523,18.35809523809524,100.0
young,17903,65565,15.71623310235147,22.541445356510543,1.0,112.0,15.8,7.0886075949,7.0886075949367084,5.585656035301346,625.5934759537508,3060.0,3.0,51.316405228758164,94.34153594771242,16.43650326797386,23.181405228758173,97.80228758169935
zapata,13896,35061,37.18611252638475,11.34984833164813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3282.0,1.0,88.90000000000002,91.8,26.600000000000005,57.5,96.40000000000002
zavala,9700,49243,31.004774756072244,13.758158708347649,1.0,42.0,6.0,7.0,7.0,10.309278350515465,432.9896907216496,2070.0,2.0,82.09855072463768,90.53115942028985,32.85434782608696,36.50797101449275,90.97753623188406
