district_id,district_name,county_number,county,econ_disadv_pct,attendance_rate,chronic_absenteeism_rate,ccmr_rate,graduation_rate,student_count
109910,MOUNT CALM ISD,109,hill,58.9,96.1,6.2,66.7,100.0,168
109911,WHITNEY ISD,109,hill,66.5,94.4,17.1,28.7,98.1,1443
109912,AQUILLA ISD,109,hill,47.3,95.9,7.9,11.1,100.0,332
109913,BLUM ISD,109,hill,50.2,96.5,3.8,19.2,100.0,333
109914,PENELOPE ISD,109,hill,50.5,96.5,5.2,25.0,100.0,216
110901,ANTON ISD,110,hockley,65.7,94.3,17.9,0.0,100.0,175
110902,LEVELLAND ISD,110,hockley,70.0,94.0,15.9,30.5,97.2,2566
110905,ROPES ISD,110,hockley,30.9,95.8,6.1,26.8,100.0,622
110906,SMYER ISD,110,hockley,45.9,95.5,7.9,7.9,100.0,431
110907,SUNDOWN ISD,110,hockley,50.5,97.0,3.0,2.7,97.4,552
110908,WHITHARRAL ISD,110,hockley,41.0,95.8,7.4,100.0,100.0,229
111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,111,hood,70.5,-1.0,0.0,,,44
111901,GRANBURY ISD,111,hood,52.0,94.2,16.5,37.9,93.6,7934
111902,LIPAN ISD,111,hood,51.5,96.8,3.1,36.7,100.0,478
111903,TOLAR ISD,111,hood,42.1,94.1,16.8,15.5,100.0,881
112901,SULPHUR SPRINGS ISD,112,hopkins,65.0,93.9,16.9,55.6,93.8,4211
112905,CUMBY COLLEGIATE ISD,112,hopkins,51.1,93.4,24.0,13.6,100.0,462
112906,NORTH HOPKINS ISD,112,hopkins,49.6,94.7,13.0,30.6,100.0,494
112907,MILLER GROVE ISD,112,hopkins,41.3,95.4,8.9,16.0,95.8,310
112908,COMO-PICKTON CISD,112,hopkins,63.6,94.4,16.1,37.2,97.8,769
112909,SALTILLO ISD,112,hopkins,56.6,95.5,6.8,18.8,100.0,249
112910,SULPHUR BLUFF ISD,112,hopkins,55.8,95.2,13.1,51.9,100.0,208
113901,CROCKETT ISD,113,houston,88.6,93.0,25.2,25.0,96.6,1124
113902,GRAPELAND ISD,113,houston,56.1,95.0,13.8,13.8,88.9,554
113903,LOVELADY ISD,113,houston,41.5,96.0,4.5,46.9,100.0,513
113905,LATEXO ISD,113,houston,53.3,94.9,13.3,11.8,100.0,548
113906,KENNARD ISD,113,houston,57.1,95.1,11.3,33.3,100.0,273
114901,BIG SPRING ISD,114,howard,69.8,93.0,22.1,41.3,91.5,3372
114902,COAHOMA ISD,114,howard,31.3,95.4,11.7,,-1.0,1082
114904,FORSAN ISD,114,howard,45.7,96.1,6.6,52.4,96.8,691
115901,FT HANCOCK ISD,115,hudspeth,86.6,95.5,7.8,27.6,100.0,389
115902,SIERRA BLANCA ISD,115,hudspeth,72.0,94.9,12.5,70.0,100.0,100
115903,DELL CITY ISD,115,hudspeth,77.3,95.3,9.0,-1.0,100.0,75
116901,CADDO MILLS ISD,116,hunt,31.5,95.3,10.3,33.1,97.9,3063
116902,CELESTE ISD,116,hunt,55.5,95.3,10.8,20.9,100.0,488
116903,COMMERCE ISD,116,hunt,73.7,92.0,30.4,19.5,91.8,1535
116905,GREENVILLE ISD,116,hunt,83.7,91.4,29.1,12.7,93.5,5572
116906,LONE OAK ISD,116,hunt,46.8,95.7,8.3,26.1,98.6,1137
116908,QUINLAN ISD,116,hunt,72.8,93.9,19.9,24.4,97.9,2933
116909,WOLFE CITY ISD,116,hunt,64.4,95.6,8.6,33.3,100.0,711
116910,CAMPBELL ISD,116,hunt,73.5,94.1,14.7,6.7,91.7,268
116915,BLAND ISD,116,hunt,69.7,95.3,12.2,28.0,100.0,776
116916,BOLES ISD,116,hunt,50.6,95.7,9.1,67.4,100.0,542
117901,BORGER ISD,117,hutchinson,57.9,93.9,16.5,15.5,97.8,2321
117903,SANFORD-FRITCH ISD,117,hutchinson,53.3,94.1,17.1,20.0,97.9,745
117904,PLEMONS-STINNETT-PHILLIPS CISD,117,hutchinson,35.3,95.9,6.3,35.7,100.0,558
118902,IRION COUNTY ISD,118,irion,28.5,96.7,4.5,21.7,100.0,333
119901,BRYSON ISD,119,jack,45.7,95.2,10.2,20.0,93.3,267
119902,JACKSBORO ISD,119,jack,68.4,94.5,15.6,7.3,100.0,1017
119903,PERRIN-WHITT CISD,119,jack,49.4,95.8,10.9,0.0,100.0,324
120901,EDNA ISD,120,jackson,64.0,94.7,14.8,22.2,99.1,1528
120902,GANADO ISD,120,jackson,53.3,94.3,13.9,12.5,100.0,706
120905,INDUSTRIAL ISD,120,jackson,33.6,95.8,7.4,29.8,96.5,1148
121902,BROOKELAND ISD,121,jasper,58.3,93.8,13.9,33.3,100.0,381
121903,BUNA ISD,121,jasper,49.3,93.7,19.1,39.8,98.9,1470
121904,JASPER ISD,121,jasper,79.6,93.2,21.7,36.1,96.9,2063
121905,KIRBYVILLE CISD,121,jasper,54.0,93.4,20.2,39.3,94.7,1435
121906,EVADALE ISD,121,jasper,41.6,95.5,9.8,50.0,93.3,428
122901,FT DAVIS ISD,122,jeff davis,47.6,93.9,14.1,11.8,100.0,681
122902,VALENTINE ISD,122,jeff davis,59.4,96.5,0.0,-1.0,-1.0,32
123803,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,123,jefferson,91.2,94.4,18.3,0.0,92.9,419
123805,EHRHART SCHOOL,123,jefferson,87.7,96.1,5.5,,,559
123807,BOB HOPE SCHOOL,123,jefferson,84.2,95.3,10.2,12.6,99.2,2584
123905,NEDERLAND ISD,123,jefferson,46.4,94.2,17.3,36.9,94.4,5291
123907,PORT ARTHUR ISD,123,jefferson,86.6,91.5,28.7,8.3,85.1,7899
123908,PORT NECHES-GROVES ISD,123,jefferson,43.6,94.4,13.2,18.6,98.4,5325
123910,BEAUMONT ISD,123,jefferson,82.9,89.1,37.1,26.8,80.8,16315
123913,SABINE PASS ISD,123,jefferson,61.3,94.2,14.6,26.9,96.3,372
123914,HAMSHIRE-FANNETT ISD,123,jefferson,35.3,94.7,14.2,16.5,97.8,2000
124901,JIM HOGG COUNTY ISD,124,jim hogg,82.6,92.3,26.6,50.0,97.6,962
125901,ALICE ISD,125,jim wells,88.6,91.1,30.4,39.7,91.2,4275
125902,BEN BOLT-PALITO BLANCO ISD,125,jim wells,88.0,92.6,24.9,41.7,92.1,442
125903,ORANGE GROVE ISD,125,jim wells,62.3,94.3,17.2,54.3,92.0,1641
125905,PREMONT ISD,125,jim wells,93.2,91.0,37.1,32.6,93.9,793
125906,LA GLORIA ISD,125,jim wells,60.5,93.8,23.9,,,119
126901,ALVARADO ISD,126,johnson,66.0,94.0,17.7,26.6,99.3,3779
126902,BURLESON ISD,126,johnson,39.8,94.2,15.6,35.3,95.0,12684
126903,CLEBURNE ISD,126,johnson,70.6,92.7,25.4,31.9,94.6,6849
126904,GRANDVIEW ISD,126,johnson,34.2,96.1,6.0,17.9,99.1,1369
126905,JOSHUA ISD,126,johnson,44.5,95.0,12.8,19.4,98.6,6007
126906,KEENE ISD,126,johnson,69.9,93.6,20.4,29.2,96.7,1110
126907,RIO VISTA ISD,126,johnson,54.4,95.0,10.9,8.7,97.8,1027
126908,VENUS ISD,126,johnson,74.7,94.6,14.2,20.0,96.8,2281
126911,GODLEY ISD,126,johnson,44.1,93.8,18.6,36.5,95.8,3189
127901,ANSON ISD,127,jones,58.8,94.8,13.3,1.9,100.0,723
127903,HAMLIN COLLEGIATE ISD,127,jones,69.8,95.1,14.4,57.7,92.3,388
127904,HAWLEY ISD,127,jones,45.5,94.6,15.0,3.4,97.8,771
127905,LUEDERS-AVOCA ISD,127,jones,60.2,94.4,18.5,0.0,85.7,88
127906,STAMFORD ISD,127,jones,63.8,95.3,13.6,13.2,100.0,586
128901,KARNES CITY ISD,128,karnes,61.2,92.5,23.6,41.3,44.2,1017
128902,KENEDY ISD,128,karnes,84.1,92.5,25.2,34.4,89.8,754
128903,RUNGE ISD,128,karnes,78.4,93.2,23.0,30.8,92.9,162
128904,FALLS CITY ISD,128,karnes,21.4,97.2,1.8,0.0,100.0,440
129901,CRANDALL ISD,129,kaufman,61.7,94.7,14.1,27.8,97.0,6891
129902,FORNEY ISD,129,kaufman,48.6,93.5,19.2,27.0,91.4,18524
129903,KAUFMAN ISD,129,kaufman,72.4,93.6,19.1,46.9,99.4,4346
129904,KEMP ISD,129,kaufman,73.9,93.5,21.4,18.8,90.4,1983
129905,MABANK ISD,129,kaufman,69.2,94.5,14.8,48.3,95.6,4110
129906,TERRELL ISD,129,kaufman,77.6,92.3,25.8,18.3,91.7,5273
129910,SCURRY-ROSSER ISD,129,kaufman,45.1,95.0,11.7,16.3,100.0,1031
130801,MEADOWLAND CHARTER DISTRICT,130,kendall,100.0,86.9,38.5,-1.0,-1.0,45
130901,BOERNE ISD,130,kendall,18.8,95.1,10.0,31.1,98.4,11041
130902,COMFORT ISD,130,kendall,54.4,92.8,21.8,34.8,98.9,1072
131001,KENEDY COUNTY WIDE CSD,131,kenedy,43.7,95.5,6.1,,,126
132902,JAYTON-GIRARD ISD,132,kent,36.1,95.9,3.6,0.0,100.0,169
133901,CENTER POINT ISD,133,kerr,63.5,94.9,10.9,31.7,100.0,534
133902,HUNT ISD,133,kerr,40.3,95.9,7.9,,,196
133903,KERRVILLE ISD,133,kerr,55.5,93.7,17.9,21.2,93.5,4593
133904,INGRAM ISD,133,kerr,64.2,95.8,7.9,37.2,100.0,1348
133905,DIVIDE ISD,133,kerr,51.4,95.9,7.1,,,35
134901,JUNCTION ISD,134,kimble,61.9,93.4,19.0,16.7,100.0,588
135001,GUTHRIE CSD,135,king,30.4,95.7,3.3,0.0,100.0,92
136901,BRACKETT ISD,136,kinney,58.5,94.6,13.3,22.0,97.8,518
137901,KINGSVILLE ISD,137,kleberg,83.9,90.4,32.7,41.5,85.0,2529
137902,RICARDO ISD,137,kleberg,50.5,95.9,6.2,,,659
137903,RIVIERA ISD,137,kleberg,60.1,94.4,15.5,50.0,95.9,424
137904,SANTA GERTRUDIS ISD,137,kleberg,41.0,95.4,9.5,61.8,98.9,826
138902,KNOX CITY-O'BRIEN CISD,138,knox,65.6,95.9,7.8,20.0,100.0,195
138903,MUNDAY CISD,138,knox,64.4,95.5,9.5,20.0,100.0,410
138904,BENJAMIN ISD,138,knox,60.6,95.7,7.5,16.7,100.0,94
139905,CHISUM ISD,139,lamar,40.6,95.4,8.2,6.9,97.4,1181
139909,PARIS ISD,139,lamar,77.0,94.2,19.3,28.0,96.7,3827
139911,NORTH LAMAR ISD,139,lamar,50.8,95.6,11.0,30.3,97.9,2391
139912,PRAIRILAND ISD,139,lamar,49.0,95.7,10.4,26.7,98.3,1105
140901,AMHERST ISD,140,lamb,95.0,94.9,11.3,0.0,100.0,101
140904,LITTLEFIELD ISD,140,lamb,75.7,95.3,11.5,50.0,100.0,1230
140905,OLTON ISD,140,lamb,67.2,94.6,12.3,32.6,100.0,610
140907,SPRINGLAKE-EARTH ISD,140,lamb,75.8,93.8,21.4,33.3,100.0,231
140908,SUDAN ISD,140,lamb,44.0,95.4,9.0,15.6,100.0,452
141901,LAMPASAS ISD,141,lampasas,49.4,94.8,13.7,49.6,99.1,3621
141902,LOMETA ISD,141,lampasas,76.8,95.4,10.8,30.0,100.0,315
142901,COTULLA ISD,142,la salle,86.0,93.1,19.6,42.6,94.8,1155
143901,HALLETTSVILLE ISD,143,lavaca,35.2,95.4,11.2,28.7,97.2,1158
143902,MOULTON ISD,143,lavaca,50.3,95.6,11.2,47.6,95.5,290
143903,SHINER ISD,143,lavaca,27.2,96.3,5.6,22.5,97.6,709
143904,VYSEHRAD ISD,143,lavaca,44.6,96.2,6.8,,,74
143905,SWEET HOME ISD,143,lavaca,22.6,96.0,7.1,,,155
143906,EZZELL ISD,143,lavaca,51.6,94.7,10.8,37.5,,128
144901,GIDDINGS ISD,144,lee,59.4,94.8,14.0,43.7,97.1,1875
144902,LEXINGTON ISD,144,lee,38.8,94.9,13.3,54.5,98.8,1051
144903,DIME BOX ISD,144,lee,78.2,95.3,12.4,22.2,100.0,156
145901,BUFFALO ISD,145,leon,61.7,94.2,17.0,65.3,95.9,988
145902,CENTERVILLE ISD,145,leon,46.9,93.9,16.3,21.7,100.0,676
145906,NORMANGEE ISD,145,leon,49.5,95.0,12.6,29.5,97.9,661
145907,OAKWOOD ISD,145,leon,85.2,95.2,12.4,6.3,100.0,203
145911,LEON ISD,145,leon,54.2,95.2,11.0,54.2,98.3,758
146901,CLEVELAND ISD,146,liberty,92.9,92.6,25.9,12.2,89.9,12478
146902,DAYTON ISD,146,liberty,71.1,93.3,20.8,28.8,96.9,5663
146903,DEVERS ISD,146,liberty,29.3,96.8,5.1,,,188
146904,HARDIN ISD,146,liberty,60.2,93.3,21.2,20.8,98.8,1255
146905,HULL-DAISETTA ISD,146,liberty,67.6,93.9,17.2,15.0,90.5,429
146906,LIBERTY ISD,146,liberty,56.1,93.7,19.4,26.0,94.7,2431
146907,TARKINGTON ISD,146,liberty,55.6,94.2,15.8,64.9,98.3,1906
147901,COOLIDGE ISD,147,limestone,77.7,96.2,10.1,31.6,100.0,287
147902,GROESBECK ISD,147,limestone,65.2,94.4,17.0,18.6,92.5,1492
147903,MEXIA ISD,147,limestone,79.9,93.1,19.5,21.2,90.8,1839
148901,BOOKER ISD,148,lipscomb,63.0,95.5,7.0,19.0,100.0,343
148902,FOLLETT ISD,148,lipscomb,52.2,93.6,17.3,23.1,100.0,182
148905,DARROUZETT ISD,148,lipscomb,68.6,92.9,22.8,0.0,100.0,86
149901,GEORGE WEST ISD,149,live oak,61.4,93.5,18.9,44.4,96.6,1062
149902,THREE RIVERS ISD,149,live oak,70.3,92.9,23.1,1.9,98.0,565
150901,LLANO ISD,150,llano,67.4,94.5,15.1,17.2,100.0,1959
152504,TEXAS TECH UNIVERSITY K-12,152,lubbock,2.3,100.0,0.0,5.5,,729
152802,RISE ACADEMY,152,lubbock,82.7,96.2,8.0,,,307
152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,152,lubbock,93.8,72.9,86.6,0.0,55.2,128
152806,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,152,lubbock,80.2,90.3,40.0,,,187
152901,LUBBOCK ISD,152,lubbock,72.0,92.4,24.2,30.7,90.2,24007
152902,NEW DEAL ISD,152,lubbock,64.4,95.4,12.3,20.4,100.0,731
152903,SLATON ISD,152,lubbock,71.0,94.8,14.0,17.3,98.8,1267
152906,LUBBOCK-COOPER ISD,152,lubbock,29.5,95.3,10.4,53.4,98.6,7992
152907,FRENSHIP ISD,152,lubbock,45.8,94.1,16.4,27.4,97.4,11743
152908,ROOSEVELT ISD,152,lubbock,76.4,94.3,17.2,20.6,98.6,1136
152909,SHALLOWATER ISD,152,lubbock,33.2,95.7,9.8,16.1,100.0,1729
152910,IDALOU ISD,152,lubbock,28.5,95.7,8.3,77.8,98.4,990
153903,O'DONNELL ISD,153,lynn,63.7,96.3,6.3,100.0,95.7,251
153904,TAHOKA ISD,153,lynn,65.0,94.0,19.8,45.5,100.0,608
153905,NEW HOME ISD,153,lynn,10.9,96.4,4.3,9.8,100.0,704
153907,WILSON ISD,153,lynn,72.0,93.1,27.1,0.0,83.3,132
154901,MADISONVILLE CISD,154,madison,70.6,95.3,11.1,87.4,100.0,2374
154903,NORTH ZULCH ISD,154,madison,65.2,95.3,12.1,60.9,92.0,333
155901,JEFFERSON ISD,155,marion,73.2,93.3,21.9,19.7,97.3,1125
156902,STANTON ISD,156,martin,50.1,93.7,18.4,67.6,98.5,1061
156905,GRADY ISD,156,martin,16.2,95.9,5.8,28.6,100.0,241
157901,MASON ISD,157,mason,47.8,96.2,7.6,23.1,100.0,697
158901,BAY CITY ISD,158,matagorda,60.4,92.6,24.6,29.1,93.1,3465
158902,TIDEHAVEN ISD,158,matagorda,59.3,95.4,9.1,24.6,89.9,1059
158904,MATAGORDA ISD,158,matagorda,56.9,95.0,17.6,-1.0,,109
158905,PALACIOS ISD,158,matagorda,73.2,96.0,7.6,23.5,94.3,1259
158906,VAN VLECK ISD,158,matagorda,61.0,93.6,18.9,28.2,100.0,1038
159901,EAGLE PASS ISD,159,maverick,78.3,92.1,25.3,19.8,93.8,13777
160901,BRADY ISD,160,mcculloch,64.6,93.5,22.4,9.6,97.3,930
160904,ROCHELLE ISD,160,mcculloch,51.6,95.9,6.7,11.1,90.0,159
160905,LOHN ISD,160,mcculloch,61.0,92.7,21.0,0.0,100.0,123
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,161,mclennan,68.9,95.5,9.2,50.0,97.7,898
161807,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,161,mclennan,65.1,94.5,15.5,31.5,99.1,11035
161901,CRAWFORD ISD,161,mclennan,15.6,96.7,4.7,5.6,100.0,596
161903,MIDWAY ISD,161,mclennan,37.4,96.0,7.4,15.8,97.5,8804
161906,LA VEGA ISD,161,mclennan,90.8,92.6,23.2,20.8,92.9,3091
161907,LORENA ISD,161,mclennan,28.5,96.2,6.7,65.4,100.0,1815
161908,MART ISD,161,mclennan,63.0,95.7,9.2,10.7,93.9,605
161909,MCGREGOR ISD,161,mclennan,57.1,95.6,9.5,16.3,100.0,1494
161910,MOODY ISD,161,mclennan,63.0,95.3,8.9,30.0,98.2,749
161912,RIESEL ISD,161,mclennan,45.4,95.2,12.1,5.3,100.0,689
161914,WACO ISD,161,mclennan,88.1,91.2,27.9,20.7,83.7,13350
161916,WEST ISD,161,mclennan,35.9,95.9,8.2,40.9,100.0,1295
161918,AXTELL ISD,161,mclennan,53.4,94.7,12.7,17.6,100.0,834
161919,BRUCEVILLE-EDDY ISD,161,mclennan,51.6,94.5,17.4,10.9,98.0,564
161920,CHINA SPRING ISD,161,mclennan,33.8,96.1,6.9,15.0,98.7,3011
161921,CONNALLY ISD,161,mclennan,80.5,94.4,15.9,9.5,92.4,2266
161922,ROBINSON ISD,161,mclennan,40.0,95.1,10.2,29.7,98.0,2376
161923,BOSQUEVILLE ISD,161,mclennan,37.2,96.0,8.7,32.6,97.9,729
161924,HALLSBURG ISD,161,mclennan,62.6,96.2,8.7,,,131
161925,GHOLSON ISD,161,mclennan,72.7,94.4,14.5,15.8,90.0,264
162904,MCMULLEN COUNTY ISD,162,mcmullen,22.5,96.1,2.0,40.0,100.0,280
163901,DEVINE ISD,163,medina,55.9,93.6,19.3,18.6,94.0,1967
163902,D'HANIS ISD,163,medina,33.3,95.5,12.8,0.0,100.0,288
163903,NATALIA ISD,163,medina,69.2,93.7,19.6,18.7,92.6,1314
163904,HONDO ISD,163,medina,67.8,94.2,16.4,18.2,96.0,1707
163908,MEDINA VALLEY ISD,163,medina,53.6,93.7,19.0,46.0,94.2,9596
164901,MENARD ISD,164,menard,58.2,93.0,23.1,3.7,100.0,263
165802,MIDLAND ACADEMY CHARTER SCHOOL,165,midland,41.1,97.2,0.3,,,421
165901,MIDLAND ISD,165,midland,60.1,92.5,24.4,30.2,87.3,29602
165902,GREENWOOD ISD,165,midland,34.5,93.3,21.1,23.4,97.7,3367
166901,CAMERON ISD,166,milam,68.4,94.4,16.5,37.4,94.9,1486
166902,GAUSE ISD,166,milam,76.9,94.2,16.7,,,134
166903,MILANO ISD,166,milam,52.2,96.1,7.9,25.8,97.0,423
166904,ROCKDALE ISD,166,milam,61.7,94.8,13.5,33.3,98.9,1473
166905,THORNDALE ISD,166,milam,46.3,95.1,11.0,43.5,100.0,631
166907,BUCKHOLTS ISD,166,milam,81.3,94.6,13.9,20.0,100.0,112
167901,GOLDTHWAITE ISD,167,mills,50.4,95.5,10.0,34.1,97.8,516
167902,MULLIN ISD,167,mills,80.3,93.6,23.5,100.0,87.5,132
167904,PRIDDY ISD,167,mills,36.1,96.2,6.7,,,119
168901,COLORADO ISD,168,mitchell,63.4,93.8,20.2,30.2,96.5,902
168902,LORAINE ISD,168,mitchell,63.8,94.5,19.2,9.1,100.0,141
168903,WESTBROOK ISD,168,mitchell,41.8,94.7,11.8,100.0,100.0,220
169901,BOWIE ISD,169,montague,48.1,94.8,12.9,35.4,96.7,1492
169902,NOCONA ISD,169,montague,57.9,95.6,10.2,24.5,95.9,782
169906,GOLD BURG ISD,169,montague,57.4,93.3,21.4,10.0,90.0,148
169908,MONTAGUE ISD,169,montague,53.4,96.1,3.6,,,163
169909,PRAIRIE VALLEY ISD,169,montague,50.7,94.8,12.4,66.7,100.0,134
169910,FORESTBURG ISD,169,montague,35.6,94.4,18.1,26.7,93.3,180
169911,SAINT JO ISD,169,montague,40.2,94.9,12.1,8.3,100.0,326
170802,THRIVE CENTER FOR SUCCESS,170,montgomery,13.3,88.9,46.3,,,150
170902,CONROE ISD,170,montgomery,43.8,94.8,13.1,27.2,97.3,72327
170903,MONTGOMERY ISD,170,montgomery,26.6,94.2,14.4,38.1,96.9,9861
170904,WILLIS ISD,170,montgomery,59.5,92.6,24.1,23.3,95.1,9269
170906,MAGNOLIA ISD,170,montgomery,46.8,94.5,15.0,32.8,95.1,14865
170907,SPLENDORA ISD,170,montgomery,43.7,92.5,25.6,18.0,93.5,5678
170908,NEW CANEY ISD,170,montgomery,71.5,92.8,22.9,34.7,95.2,19398
171901,DUMAS ISD,171,moore,71.1,94.8,13.2,10.1,98.9,4369
171902,SUNRAY COLLEGIATE ISD,171,moore,49.7,94.6,12.7,41.2,100.0,592
172902,DAINGERFIELD-LONE STAR ISD,172,morris,79.0,93.2,23.9,24.7,100.0,1019
172905,PEWITT CISD,172,morris,63.8,94.9,15.2,37.0,94.9,851
173901,MOTLEY COUNTY ISD,173,motley,53.4,96.6,4.2,33.3,100.0,178
174801,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,174,nacogdoches,8.7,98.1,0.5,,,253
174901,CHIRENO ISD,174,nacogdoches,69.5,94.4,14.7,36.4,100.0,364
174902,CUSHING ISD,174,nacogdoches,69.9,95.1,10.3,28.6,97.1,558
174903,GARRISON ISD,174,nacogdoches,61.1,96.0,10.4,26.5,100.0,733
174904,NACOGDOCHES ISD,174,nacogdoches,82.5,92.5,24.4,25.4,96.2,5756
174906,WODEN ISD,174,nacogdoches,63.6,95.5,10.6,17.3,98.1,884
174908,CENTRAL HEIGHTS ISD,174,nacogdoches,32.1,96.1,7.1,40.5,100.0,1095
174909,MARTINSVILLE ISD,174,nacogdoches,56.5,95.9,8.1,33.3,93.8,313
174911,DOUGLASS ISD,174,nacogdoches,41.4,95.8,7.4,42.9,100.0,423
175902,BLOOMING GROVE ISD,175,navarro,52.8,94.2,18.7,30.5,93.3,933
175903,CORSICANA ISD,175,navarro,77.0,92.5,24.4,16.3,91.6,5978
175904,DAWSON ISD,175,navarro,63.3,94.7,13.3,22.2,95.8,626
175905,FROST ISD,175,navarro,57.0,95.3,12.5,10.3,96.8,461
175907,KERENS ISD,175,navarro,73.7,93.6,17.7,45.1,98.0,654
175910,MILDRED ISD,175,navarro,46.7,95.1,12.5,20.0,91.2,835
175911,RICE ISD,175,navarro,81.1,95.9,7.6,39.7,97.3,1102
176901,BURKEVILLE ISD,176,newton,84.5,94.1,18.0,0.0,84.2,252
176902,NEWTON ISD,176,newton,75.8,94.3,12.8,50.0,100.0,933
176903,DEWEYVILLE ISD,176,newton,54.1,93.1,23.1,14.0,94.9,562
177901,ROSCOE COLLEGIATE ISD,177,nolan,84.3,99.7,0.6,70.2,97.8,12253
177902,SWEETWATER ISD,177,nolan,68.9,93.2,23.0,21.3,88.2,1803
177903,BLACKWELL CISD,177,nolan,26.5,95.7,8.7,0.0,100.0,185
177905,HIGHLAND ISD,177,nolan,21.7,95.9,7.1,53.3,100.0,207
178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,178,nueces,91.8,94.3,14.1,,,147
178807,CORPUS CHRISTI MONTESSORI SCHOOL,178,nueces,39.6,93.8,17.2,,,139
178808,SEASHORE CHARTER SCHOOLS,178,nueces,0.0,95.5,5.7,,,405
178901,AGUA DULCE ISD,178,nueces,72.4,94.5,14.7,21.4,100.0,420
178902,BISHOP CISD,178,nueces,60.4,94.9,15.5,25.0,98.6,1458
178903,CALALLEN ISD,178,nueces,52.9,94.5,13.7,43.0,95.3,3735
178904,CORPUS CHRISTI ISD,178,nueces,72.3,91.2,29.3,27.8,93.5,33047
178905,DRISCOLL ISD,178,nueces,95.2,95.8,7.3,,,398
178906,LONDON ISD,178,nueces,19.4,95.8,7.4,27.1,99.2,1806
178908,PORT ARANSAS ISD,178,nueces,30.3,95.4,8.6,5.0,100.0,584
178909,ROBSTOWN ISD,178,nueces,88.8,88.9,39.9,45.3,94.6,2570
178912,TULOSO-MIDWAY ISD,178,nueces,49.5,93.1,23.7,26.4,98.9,3668
178913,BANQUETE ISD,178,nueces,76.3,94.1,18.4,42.0,95.9,742
178914,FLOUR BLUFF ISD,178,nueces,50.2,94.3,15.8,16.1,88.5,5549
178915,WEST OSO ISD,178,nueces,95.8,91.9,30.2,14.0,96.6,1770
179901,PERRYTON ISD,179,ochiltree,61.3,95.1,11.5,12.6,99.4,1790
180901,BOYS RANCH ISD,180,oldham,68.2,96.6,4.3,3.3,100.0,148
180902,VEGA ISD,180,oldham,29.5,97.0,2.4,53.6,100.0,339
180903,ADRIAN ISD,180,oldham,65.2,95.8,4.4,66.7,85.7,141
180904,WILDORADO ISD,180,oldham,22.3,94.0,13.9,88.9,100.0,215
181901,BRIDGE CITY ISD,181,orange,38.3,93.7,16.9,40.0,99.5,3141
181905,ORANGEFIELD ISD,181,orange,30.9,95.0,10.9,54.1,97.6,1776
181906,WEST ORANGE-COVE CISD,181,orange,89.9,90.0,37.7,30.7,86.6,2592
181907,VIDOR ISD,181,orange,55.7,93.8,18.7,57.3,94.0,4163
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181,orange,58.7,93.4,21.7,23.2,97.4,3313
182901,GORDON ISD,182,palo pinto,57.7,95.7,8.2,42.9,100.0,227
182902,GRAFORD ISD,182,palo pinto,51.6,95.6,11.0,78.6,100.0,339
182903,MINERAL WELLS ISD,182,palo pinto,73.0,93.6,18.9,22.7,97.0,3299
182904,SANTO ISD,182,palo pinto,39.8,95.3,9.3,61.1,100.0,581
182905,STRAWN ISD,182,palo pinto,68.0,96.2,9.8,12.5,100.0,172
