district_id,district_name,county_number,county,econ_disadv_pct,attendance_rate,chronic_absenteeism_rate,ccmr_rate,graduation_rate,student_count
182906,PALO PINTO ISD,182,palo pinto,45.7,95.4,7.8,,,92
183801,PANOLA CHARTER SCHOOL,183,panola,40.8,96.5,6.5,56.6,96.2,184
183901,BECKVILLE ISD,183,panola,35.9,95.8,7.1,46.2,95.0,682
183902,CARTHAGE ISD,183,panola,52.3,93.9,18.2,26.5,94.3,2632
183904,GARY ISD,183,panola,65.5,93.7,16.6,26.3,100.0,476
184801,CROSSTIMBERS ACADEMY,184,parker,41.5,89.9,48.4,1.6,96.6,130
184901,POOLVILLE ISD,184,parker,41.6,93.7,17.3,3.6,100.0,794
184902,SPRINGTOWN ISD,184,parker,47.3,94.1,15.7,23.6,89.1,4166
184903,WEATHERFORD ISD,184,parker,45.8,93.5,18.6,34.4,96.3,8003
184904,MILLSAP ISD,184,parker,41.7,95.0,13.0,63.5,97.3,1081
184907,ALEDO ISD,184,parker,13.5,95.5,7.1,29.0,97.2,8394
184908,PEASTER ISD,184,parker,30.3,94.6,11.7,23.7,99.0,1774
184909,BROCK ISD,184,parker,9.2,95.6,7.6,55.1,99.3,2163
184911,GARNER ISD,184,parker,53.5,94.6,11.2,,,357
185901,BOVINA ISD,185,parmer,85.5,95.2,10.6,21.6,100.0,421
185902,FARWELL ISD,185,parmer,55.7,96.2,6.1,5.3,100.0,598
185903,FRIONA ISD,185,parmer,77.2,95.2,12.3,16.9,100.0,1014
185904,LAZBUDDIE ISD,185,parmer,74.0,95.4,9.5,11.1,90.0,127
186901,BUENA VISTA ISD,186,pecos,48.2,93.6,21.8,8.3,100.0,220
186902,FORT STOCKTON ISD,186,pecos,69.8,82.4,50.4,13.9,70.7,13453
186903,IRAAN-SHEFFIELD COLLEGIATE ISD,186,pecos,48.2,93.7,18.4,50.0,100.0,332
187901,BIG SANDY ISD,187,polk,49.6,95.1,13.5,33.3,100.0,506
187903,GOODRICH ISD,187,polk,94.4,95.8,12.0,28.6,93.8,266
187904,CORRIGAN-CAMDEN ISD,187,polk,71.0,94.6,14.3,48.0,92.7,832
187906,LEGGETT ISD,187,polk,74.3,95.7,9.5,14.3,100.0,226
187907,LIVINGSTON ISD,187,polk,63.6,95.4,11.3,21.6,90.5,4003
187910,ONALASKA ISD,187,polk,64.5,95.1,11.7,24.7,95.1,1196
188901,AMARILLO ISD,188,potter,70.6,93.4,19.3,24.2,96.4,29195
188902,RIVER ROAD ISD,188,potter,66.6,93.1,21.5,28.9,96.3,1217
188903,HIGHLAND PARK ISD,188,potter,56.4,94.6,13.5,23.3,95.7,747
188904,BUSHLAND ISD,188,potter,17.0,95.5,7.2,13.1,100.0,1426
189901,MARFA ISD,189,presidio,100.0,92.3,29.4,0.0,100.0,194
189902,PRESIDIO ISD,189,presidio,92.9,94.3,15.3,,-1.0,1083
190903,RAINS ISD,190,rains,61.7,92.6,26.3,30.8,98.4,1708
191901,CANYON ISD,191,randall,33.3,94.8,11.3,21.1,95.3,11501
192901,REAGAN COUNTY ISD,192,reagan,61.6,94.1,14.5,20.8,100.0,852
193801,BIG SPRINGS CHARTER SCHOOL,193,real,66.7,84.2,62.1,0.0,58.8,174
193902,LEAKEY ISD,193,real,65.1,93.3,22.9,28.0,96.4,341
194902,AVERY ISD,194,red river,51.3,95.2,7.7,6.7,96.9,304
194903,RIVERCREST ISD,194,red river,76.4,93.4,19.1,27.5,100.0,682
194904,CLARKSVILLE ISD,194,red river,94.6,92.6,26.2,8.8,80.0,500
194905,DETROIT ISD,194,red river,57.7,94.8,15.8,45.0,90.9,487
195901,PECOS-BARSTOW-TOYAH ISD,195,reeves,63.2,90.7,32.9,19.6,97.1,2906
195902,BALMORHEA ISD,195,reeves,83.6,94.0,17.8,66.7,100.0,146
196901,AUSTWELL-TIVOLI ISD,196,refugio,47.5,95.2,8.7,30.0,76.9,141
196902,WOODSBORO ISD,196,refugio,48.3,93.0,23.2,26.5,97.1,400
196903,REFUGIO ISD,196,refugio,63.8,93.9,17.0,12.8,97.8,654
197902,MIAMI ISD,197,roberts,31.6,95.1,11.1,50.0,100.0,177
198901,BREMOND ISD,198,robertson,57.5,95.3,11.2,14.3,100.0,485
198902,CALVERT ISD,198,robertson,92.4,93.0,25.7,0.0,80.0,144
198903,FRANKLIN ISD,198,robertson,39.7,95.7,9.0,0.0,99.0,1462
198905,HEARNE ISD,198,robertson,92.8,91.3,32.2,17.2,92.1,712
198906,MUMFORD ISD,198,robertson,70.4,97.3,1.6,0.0,97.6,598
199901,ROCKWALL ISD,199,rockwall,26.6,94.6,13.5,22.8,99.0,19125
199902,ROYSE CITY ISD,199,rockwall,43.4,94.4,15.3,22.7,95.8,10001
200901,BALLINGER ISD,200,runnels,70.3,93.0,24.2,16.9,100.0,771
200902,MILES ISD,200,runnels,43.0,96.2,5.2,20.0,96.9,488
200904,WINTERS ISD,200,runnels,62.5,93.6,19.7,60.6,100.0,550
200906,OLFEN ISD,200,runnels,71.7,95.2,12.2,66.7,100.0,145
201902,HENDERSON ISD,201,rusk,63.4,94.1,19.0,62.1,98.2,3234
201903,LANEVILLE ISD,201,rusk,74.1,94.4,15.7,8.3,100.0,139
201904,LEVERETTS CHAPEL ISD,201,rusk,78.9,93.8,22.2,50.0,100.0,242
201907,MOUNT ENTERPRISE ISD,201,rusk,57.3,94.9,14.3,14.8,96.7,501
201908,OVERTON ISD,201,rusk,64.1,94.6,15.8,21.9,100.0,521
201910,TATUM ISD,201,rusk,61.6,95.8,7.8,33.6,100.0,1388
201913,CARLISLE ISD,201,rusk,49.2,94.5,15.8,24.3,100.0,644
201914,WEST RUSK COUNTY CONSOLIDATED ISD,201,rusk,74.5,94.6,14.7,17.3,98.7,1029
202903,HEMPHILL ISD,202,sabine,58.7,93.2,25.9,10.6,95.9,786
202905,WEST SABINE ISD,202,sabine,59.8,92.8,24.3,31.1,97.9,637
203901,SAN AUGUSTINE ISD,203,san augustine,84.1,93.9,17.5,41.2,100.0,596
203902,BROADDUS ISD,203,san augustine,71.1,94.1,17.0,54.5,100.0,377
204901,COLDSPRING-OAKHURST CISD,204,san jacinto,67.0,93.1,24.2,45.4,92.8,1582
204904,SHEPHERD ISD,204,san jacinto,76.3,94.1,18.6,18.0,96.5,1964
205901,ARANSAS PASS ISD,205,san patricio,70.8,93.0,25.3,8.5,95.4,1618
205902,GREGORY-PORTLAND ISD,205,san patricio,48.4,93.2,19.9,25.5,93.7,5006
205903,INGLESIDE ISD,205,san patricio,67.0,93.5,19.1,32.0,96.9,2071
205904,MATHIS ISD,205,san patricio,82.8,92.2,26.1,23.7,97.2,1428
205905,ODEM-EDROY ISD,205,san patricio,64.4,94.1,18.0,48.3,88.1,922
205906,SINTON ISD,205,san patricio,66.3,93.6,16.9,30.5,97.4,1957
205907,TAFT ISD,205,san patricio,85.7,91.4,30.6,34.9,88.4,809
206901,SAN SABA ISD,206,san saba,73.3,93.5,20.1,2.9,100.0,737
206902,RICHLAND SPRINGS ISD,206,san saba,19.3,93.6,22.9,0.0,92.3,119
206903,CHEROKEE ISD,206,san saba,66.7,94.8,11.2,75.0,92.3,123
207901,SCHLEICHER ISD,207,schleicher,62.2,95.3,11.1,17.1,100.0,413
208901,HERMLEIGH ISD,208,scurry,46.1,94.7,12.0,31.6,95.0,256
208902,SNYDER ISD,208,scurry,70.2,93.6,20.5,35.8,95.9,2308
208903,IRA ISD,208,scurry,23.6,95.6,4.7,0.0,100.0,284
209901,ALBANY ISD,209,shackelford,39.2,94.3,14.9,31.9,100.0,474
209902,MORAN ISD,209,shackelford,84.3,91.5,34.1,28.6,100.0,115
210901,CENTER ISD,210,shelby,80.7,94.2,16.2,32.2,97.2,2300
210902,JOAQUIN ISD,210,shelby,60.5,94.0,18.5,55.3,95.9,717
210903,SHELBYVILLE ISD,210,shelby,54.3,94.7,13.8,23.8,97.7,890
210904,TENAHA ISD,210,shelby,90.8,95.4,10.8,0.0,100.0,413
210905,TIMPSON ISD,210,shelby,66.0,95.0,15.8,25.5,96.5,755
210906,EXCELSIOR ISD,210,shelby,52.3,94.7,17.1,,,86
211901,TEXHOMA ISD,211,sherman,66.7,96.3,5.3,,,102
211902,STRATFORD ISD,211,sherman,60.3,96.4,7.9,42.1,97.4,524
212801,CUMBERLAND ACADEMY,212,smith,41.2,93.4,18.3,36.1,95.4,2047
212804,UT TYLER UNIVERSITY ACADEMY,212,smith,33.6,95.7,6.5,3.6,98.2,1175
212901,ARP ISD,212,smith,54.4,93.9,15.1,38.9,98.2,1005
212902,BULLARD ISD,212,smith,25.9,95.1,11.2,41.9,99.5,2917
212903,LINDALE ISD,212,smith,44.7,95.4,10.0,40.6,98.7,4589
212904,TROUP ISD,212,smith,53.8,94.2,15.0,8.8,100.0,1063
212905,TYLER ISD,212,smith,72.3,93.3,20.4,27.3,97.6,18643
212906,WHITEHOUSE ISD,212,smith,45.1,94.0,15.1,51.4,93.9,4663
212909,CHAPEL HILL ISD,212,smith,82.4,93.8,19.5,59.4,96.9,3071
212910,WINONA ISD,212,smith,87.9,93.5,19.7,34.8,97.2,1166
213801,BRAZOS RIVER CHARTER SCHOOL,213,somervell,52.5,94.2,18.8,0.0,75.9,61
213901,GLEN ROSE ISD,213,somervell,37.3,95.2,10.3,21.3,98.4,2107
214901,RIO GRANDE CITY GRULLA ISD,214,starr,96.4,94.1,18.6,37.6,99.4,9293
214902,SAN ISIDRO ISD,214,starr,98.0,96.8,5.6,0.0,100.0,153
214903,ROMA ISD,214,starr,89.9,94.5,17.7,47.1,94.1,6008
215901,BRECKENRIDGE ISD,215,stephens,66.3,94.1,16.9,18.8,94.0,1367
216901,STERLING CITY ISD,216,sterling,45.4,94.1,15.1,82.4,94.6,355
217901,ASPERMONT ISD,217,stonewall,51.9,95.4,8.8,0.0,100.0,181
218901,SONORA ISD,218,sutton,47.4,95.4,10.5,34.5,98.3,641
219901,HAPPY ISD,219,swisher,27.7,95.3,11.3,31.8,100.0,253
219903,TULIA ISD,219,swisher,82.0,93.1,23.7,22.2,94.1,801
219905,KRESS ISD,219,swisher,52.3,95.2,9.5,27.8,100.0,262
220801,TREETOPS SCHOOL INTERNATIONAL,220,tarrant,7.0,95.1,8.2,8.3,100.0,343
220802,ARLINGTON CLASSICS ACADEMY,220,tarrant,28.2,96.9,3.7,,,1506
220809,FORT WORTH ACADEMY OF FINE ARTS,220,tarrant,9.6,94.7,11.6,0.0,96.9,670
220810,WESTLAKE ACADEMY CHARTER SCHOOL,220,tarrant,1.6,95.7,6.1,0.0,98.5,877
220811,EAST FORT WORTH MONTESSORI ACADEMY,220,tarrant,80.2,95.6,8.9,,,131
220814,TEXAS SCHOOL OF THE ARTS,220,tarrant,4.2,95.9,5.6,,,337
220817,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,220,tarrant,37.3,95.1,13.0,18.6,96.7,2830
220820,ROCKETSHIP PUBLIC SCHOOLS,220,tarrant,74.5,89.2,48.5,,,729
220821,ACADEMY OF VISUAL AND PERFORMING ARTS,220,tarrant,58.2,90.6,33.3,,,146
220822,NEW HEIGHTS,220,tarrant,78.2,,,,,587
220901,ARLINGTON ISD,220,tarrant,75.1,93.1,22.4,22.5,89.2,53309
220902,BIRDVILLE ISD,220,tarrant,60.1,94.4,16.3,17.5,93.7,22219
220904,EVERMAN ISD,220,tarrant,95.1,92.5,24.4,12.2,90.9,5016
220905,FORT WORTH ISD,220,tarrant,83.1,92.8,23.0,16.3,85.3,70184
220906,GRAPEVINE-COLLEYVILLE ISD,220,tarrant,26.1,96.1,8.2,9.2,98.2,13502
220907,KELLER ISD,220,tarrant,32.7,94.3,15.4,33.5,96.6,31986
220908,MANSFIELD ISD,220,tarrant,48.2,94.6,14.2,27.7,96.1,35272
220910,LAKE WORTH ISD,220,tarrant,89.6,92.0,27.9,23.8,87.0,3243
220912,CROWLEY ISD,220,tarrant,75.9,92.6,24.4,24.2,91.3,16976
220914,KENNEDALE ISD,220,tarrant,60.1,94.4,15.1,12.5,97.0,2751
220915,AZLE ISD,220,tarrant,48.3,93.6,19.3,37.3,96.7,7288
220916,HURST-EULESS-BEDFORD ISD,220,tarrant,59.2,95.4,11.2,27.8,97.0,23198
220917,CASTLEBERRY ISD,220,tarrant,92.2,92.8,22.8,30.9,95.9,3844
220918,EAGLE MT-SAGINAW ISD,220,tarrant,49.9,93.4,20.0,19.0,97.5,23898
220919,CARROLL ISD,220,tarrant,1.1,95.9,5.7,9.5,99.7,8094
220920,WHITE SETTLEMENT ISD,220,tarrant,61.1,92.6,25.0,18.7,93.7,6808
221801,TEXAS COLLEGE PREPARATORY ACADEMIES,221,taylor,37.3,95.2,11.4,4.9,92.5,16601
221901,ABILENE ISD,221,taylor,69.4,92.7,24.9,18.3,94.1,14373
221904,MERKEL ISD,221,taylor,46.1,93.6,22.7,31.3,98.9,1090
221905,TRENT ISD,221,taylor,70.8,93.2,26.7,42.9,-1.0,144
221911,JIM NED CISD,221,taylor,18.7,95.5,7.9,12.6,100.0,1635
221912,WYLIE ISD,221,taylor,21.9,95.3,10.3,26.8,95.3,5595
222901,TERRELL COUNTY ISD,222,terrell,51.8,94.9,11.8,0.0,100.0,114
223901,BROWNFIELD ISD,223,terry,87.7,94.0,18.9,20.4,100.0,1607
223902,MEADOW ISD,223,terry,63.9,95.0,14.6,18.2,100.0,230
223904,WELLMAN-UNION CISD,223,terry,49.2,96.1,7.1,21.4,100.0,248
224901,THROCKMORTON COLLEGIATE ISD,224,throckmorton,57.7,94.0,19.0,23.5,100.0,137
224902,WOODSON ISD,224,throckmorton,56.5,95.1,13.5,15.4,100.0,177
225902,MOUNT PLEASANT ISD,225,titus,79.1,94.2,15.0,39.2,98.6,5145
225906,CHAPEL HILL ISD,225,titus,45.3,95.3,8.0,66.7,100.0,927
225907,HARTS BLUFF ISD,225,titus,63.9,95.4,10.5,30.4,,891
226801,TEXAS LEADERSHIP PUBLIC SCHOOLS,226,tom green,51.5,93.8,19.6,16.8,97.7,4202
226901,CHRISTOVAL ISD,226,tom green,14.3,94.5,12.8,67.8,100.0,616
226903,SAN ANGELO ISD,226,tom green,57.9,93.3,19.7,16.5,92.1,12982
226905,WATER VALLEY ISD,226,tom green,41.6,93.8,17.6,26.3,100.0,308
226906,WALL ISD,226,tom green,15.9,96.5,3.2,0.0,98.7,1311
226907,GRAPE CREEK ISD,226,tom green,65.6,93.7,19.7,-1.0,100.0,1196
226908,VERIBEST ISD,226,tom green,47.5,95.2,12.0,4.5,100.0,263
227506,UNIVERSITY OF TEXAS AT AUSTIN H S,227,travis,28.8,100.0,0.0,8.7,53.6,1056
227803,WAYSIDE SCHOOLS,227,travis,80.6,93.8,17.7,0.0,97.1,1787
227804,NYOS CHARTER SCHOOL,227,travis,30.0,95.2,9.9,23.9,95.8,1667
227805,TEXAS EMPOWERMENT ACADEMY,227,travis,99.2,92.2,29.1,20.0,87.5,716
227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,227,travis,50.1,92.5,37.4,-1.0,9.7,585
227814,CHAPARRAL STAR ACADEMY,227,travis,8.0,95.2,11.6,0.0,100.0,364
227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,227,travis,59.6,94.0,17.7,38.2,98.0,4647
227817,CEDARS INTERNATIONAL ACADEMY,227,travis,83.8,94.2,18.5,3.7,100.0,524
227819,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,227,travis,60.5,94.4,17.1,,,304
227820,KIPP TEXAS PUBLIC SCHOOLS,227,travis,90.2,94.3,17.4,6.9,94.3,32754
227821,AUSTIN DISCOVERY SCHOOL,227,travis,8.4,93.9,16.3,,,202
227824,VALERE PUBLIC SCHOOLS,227,travis,88.5,93.2,24.1,0.0,95.1,871
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,227,travis,87.6,93.4,22.4,0.0,93.2,2713
227826,MONTESSORI FOR ALL,227,travis,41.5,95.1,11.0,,,470
227827,THE EXCEL CENTER (FOR ADULTS),227,travis,95.7,64.5,80.4,0.4,28.2,1196
227829,VALOR EDUCATION,227,travis,19.9,94.8,14.0,0.0,,4127
227901,AUSTIN ISD,227,travis,51.1,91.3,26.4,20.1,92.3,72175
227904,PFLUGERVILLE ISD,227,travis,50.4,92.9,19.8,21.8,92.0,25451
227907,MANOR ISD,227,travis,71.0,90.5,32.4,7.8,89.4,9943
227909,EANES ISD,227,travis,2.6,95.1,9.8,0.0,98.1,7590
227910,DEL VALLE ISD,227,travis,89.1,89.2,36.7,9.5,90.0,11681
227912,LAGO VISTA ISD,227,travis,27.1,93.8,15.7,15.8,96.0,1873
227913,LAKE TRAVIS ISD,227,travis,10.7,94.4,12.4,28.0,96.6,10970
228901,GROVETON ISD,228,trinity,62.0,95.1,11.6,11.5,89.3,752
228903,TRINITY ISD,228,trinity,92.3,92.8,23.8,42.7,97.1,1179
228904,CENTERVILLE ISD,228,trinity,39.3,94.5,17.8,15.4,91.7,145
228905,APPLE SPRINGS ISD,228,trinity,59.8,95.8,10.3,5.9,100.0,179
229901,COLMESNEIL ISD,229,tyler,60.4,93.2,19.1,0.0,95.8,414
229903,WOODVILLE ISD,229,tyler,65.5,93.7,20.3,20.3,89.0,1191
229904,WARREN ISD,229,tyler,62.5,94.9,12.6,48.8,97.6,1175
229905,SPURGER ISD,229,tyler,59.1,94.0,17.7,47.1,100.0,394
229906,CHESTER ISD,229,tyler,44.0,94.9,13.7,27.3,100.0,193
230901,BIG SANDY ISD,230,upshur,59.4,93.6,18.3,20.0,100.0,648
230902,GILMER ISD,230,upshur,68.0,94.1,17.3,44.0,90.6,2943
230903,ORE CITY ISD,230,upshur,64.7,94.8,13.8,59.3,94.7,788
230904,UNION HILL ISD,230,upshur,65.2,94.4,11.2,42.9,100.0,282
230905,HARMONY ISD,230,upshur,51.2,95.2,10.7,30.9,97.1,895
230906,NEW DIANA ISD,230,upshur,38.8,95.4,8.3,59.7,98.6,1130
230908,UNION GROVE ISD,230,upshur,42.6,95.1,11.6,29.8,100.0,719
231901,MCCAMEY ISD,231,upton,49.4,91.5,30.1,0.0,87.5,480
231902,RANKIN ISD,231,upton,36.2,95.5,6.9,60.0,100.0,301
232901,KNIPPA ISD,232,uvalde,46.0,94.9,12.0,0.0,93.3,404
232902,SABINAL ISD,232,uvalde,77.3,93.2,22.6,30.0,90.6,453
232903,UVALDE CISD,232,uvalde,84.4,86.5,46.9,8.0,92.2,4010
232904,UTOPIA ISD,232,uvalde,49.7,94.0,21.4,45.5,100.0,195
233901,SAN FELIPE-DEL RIO CISD,233,val verde,72.3,90.9,30.8,41.1,92.2,9744
233903,COMSTOCK ISD,233,val verde,50.6,95.2,8.6,0.0,100.0,176
234801,RANCH ACADEMY,234,van zandt,82.8,92.1,31.7,5.6,91.7,64
234902,CANTON ISD,234,van zandt,41.5,95.3,9.1,45.7,99.4,2304
234903,EDGEWOOD ISD,234,van zandt,49.0,94.6,12.4,45.7,100.0,1021
234904,GRAND SALINE ISD,234,van zandt,50.5,93.3,20.4,25.6,100.0,1211
234905,MARTINS MILL ISD,234,van zandt,44.0,95.6,8.3,42.9,100.0,493
234906,VAN ISD,234,van zandt,59.3,94.3,16.9,49.4,99.4,2347
234907,WILLS POINT ISD,234,van zandt,71.7,94.2,17.6,30.1,97.9,2891
234909,FRUITVALE ISD,234,van zandt,59.4,95.0,12.4,58.1,97.1,382
235901,BLOOMINGTON ISD,235,victoria,81.9,90.4,38.8,12.1,88.1,789
235902,VICTORIA ISD,235,victoria,70.2,92.0,26.7,25.8,97.9,12848
235904,NURSERY ISD,235,victoria,38.2,95.5,10.1,,,152
236801,RAVEN SCHOOL,236,walker,100.0,100.0,0.0,-1.0,8.8,42
236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,236,walker,24.5,94.9,12.5,,,437
236901,NEW WAVERLY ISD,236,walker,50.5,95.2,10.6,20.0,95.8,1073
236902,HUNTSVILLE ISD,236,walker,65.6,95.6,14.6,23.5,87.3,10930
237902,HEMPSTEAD ISD,237,waller,82.2,93.0,23.9,28.0,95.9,1581
237904,WALLER ISD,237,waller,61.5,93.3,18.5,20.8,95.9,9877
237905,ROYAL ISD,237,waller,71.9,92.2,25.4,28.7,95.4,2874
238902,MONAHANS-WICKETT-PYOTE ISD,238,ward,58.6,93.7,21.1,15.3,97.7,2164
238904,GRANDFALLS-ROYALTY ISD,238,ward,62.8,91.0,33.6,-1.0,80.0,156
239901,BRENHAM ISD,239,washington,59.5,93.6,17.9,18.6,95.4,4838
239903,BURTON ISD,239,washington,41.6,96.1,5.9,12.9,100.0,622
240801,TRIUMPH PUBLIC HIGH SCHOOLS CENTRAL TEXAS,240,webb,85.4,87.4,49.6,7.6,72.5,322
240901,LAREDO ISD,240,webb,97.2,93.6,20.5,50.9,94.6,20252
240903,UNITED ISD,240,webb,75.1,93.9,17.3,59.8,96.5,40665
240904,WEBB CISD,240,webb,90.8,91.5,32.8,12.5,88.2,240
241901,BOLING ISD,241,wharton,51.9,95.1,11.8,29.3,98.6,1151
241902,EAST BERNARD ISD,241,wharton,38.5,96.0,8.4,22.5,100.0,991
241903,EL CAMPO ISD,241,wharton,72.9,94.3,17.1,38.1,97.6,3251
241904,WHARTON ISD,241,wharton,78.9,92.9,22.1,20.3,88.8,1764
241906,LOUISE ISD,241,wharton,66.6,95.0,10.9,11.9,100.0,533
242902,SHAMROCK ISD,242,wheeler,68.5,95.4,10.7,5.0,100.0,343
242903,WHEELER ISD,242,wheeler,61.2,95.8,9.8,31.4,97.2,371
242905,KELTON ISD,242,wheeler,54.3,94.8,16.4,0.0,100.0,129
242906,FORT ELLIOTT CISD,242,wheeler,39.7,96.6,7.5,50.0,100.0,141
243901,BURKBURNETT ISD,243,wichita,50.4,95.0,13.4,9.0,91.7,3210
243902,ELECTRA ISD,243,wichita,66.7,94.9,13.1,43.5,87.5,442
243903,IOWA PARK CISD,243,wichita,39.2,95.6,8.8,29.5,97.6,1900
243905,WICHITA FALLS ISD,243,wichita,67.1,93.2,22.3,19.0,96.5,12636
243906,CITY VIEW ISD,243,wichita,71.4,95.5,10.6,28.8,95.2,1152
244901,HARROLD ISD,244,wilbarger,48.1,96.5,3.8,66.7,100.0,154
244903,VERNON ISD,244,wilbarger,74.7,94.6,14.7,13.1,95.5,1720
244905,NORTHSIDE ISD,244,wilbarger,36.6,97.0,0.5,0.0,100.0,227
245901,LASARA ISD,245,willacy,77.8,89.6,36.7,8.3,100.0,342
245902,LYFORD CISD,245,willacy,70.1,90.1,34.2,38.3,96.3,1396
245903,RAYMONDVILLE ISD,245,willacy,86.7,90.5,34.8,42.7,96.1,1962
245904,SAN PERLITA ISD,245,willacy,84.5,94.1,17.3,14.3,87.5,187
246801,MERIDIAN WORLD SCHOOL LLC,246,williamson,7.9,96.6,2.6,0.0,100.0,1745
246802,GOODWATER MONTESSORI SCHOOL,246,williamson,36.2,92.4,27.0,,,323
246902,FLORENCE ISD,246,williamson,56.4,93.7,17.5,30.9,95.8,1141
246904,GEORGETOWN ISD,246,williamson,38.5,94.3,15.4,28.7,95.8,13853
246905,GRANGER ISD,246,williamson,51.5,94.6,15.6,11.1,100.0,579
246906,HUTTO ISD,246,williamson,41.2,94.3,14.4,28.3,93.6,10667
246907,JARRELL ISD,246,williamson,63.2,93.7,17.2,30.0,97.4,4136
246908,LIBERTY HILL ISD,246,williamson,17.9,94.5,14.0,28.8,99.3,9812
246909,ROUND ROCK ISD,246,williamson,27.1,94.0,16.9,31.1,96.6,46846
246911,TAYLOR ISD,246,williamson,68.9,93.0,22.9,32.8,96.9,2912
246912,THRALL ISD,246,williamson,37.2,95.1,10.2,49.3,100.0,871
246913,LEANDER ISD,246,williamson,16.6,93.8,16.6,28.6,98.2,42507
246914,COUPLAND ISD,246,williamson,68.9,96.0,9.3,,,322
247901,FLORESVILLE ISD,247,wilson,55.5,92.9,22.2,28.8,89.8,4056
247903,LA VERNIA ISD,247,wilson,28.3,95.6,8.8,32.7,97.0,3550
247904,POTH ISD,247,wilson,32.2,96.4,5.8,26.5,100.0,960
247906,STOCKDALE ISD,247,wilson,40.5,95.3,11.1,57.1,93.1,857
248901,KERMIT ISD,248,winkler,70.7,92.0,31.6,0.0,98.7,1336
248902,WINK-LOVING ISD,248,winkler,28.7,95.5,11.1,22.6,100.0,435
249901,ALVORD ISD,249,wise,38.4,95.0,11.0,17.6,98.1,841
249902,BOYD ISD,249,wise,47.0,94.6,12.4,21.7,96.2,1382
249903,BRIDGEPORT ISD,249,wise,63.4,94.3,15.0,20.5,96.8,2128
249904,CHICO ISD,249,wise,55.1,94.9,12.9,31.0,93.5,572
249905,DECATUR ISD,249,wise,45.5,95.0,11.2,21.9,94.7,3774
249906,PARADISE ISD,249,wise,29.5,96.2,6.3,37.0,98.9,1328
249908,SLIDELL ISD,249,wise,41.0,95.8,6.3,4.0,100.0,495
250902,HAWKINS ISD,250,wood,59.2,93.9,17.9,49.0,93.6,811
250903,MINEOLA ISD,250,wood,66.7,95.5,10.5,62.4,98.0,1752
250904,QUITMAN ISD,250,wood,52.4,94.7,15.2,34.3,99.0,1207
250905,YANTIS ISD,250,wood,64.9,93.6,14.0,41.2,97.1,305
250906,ALBA-GOLDEN ISD,250,wood,59.8,94.6,14.7,43.9,100.0,816
250907,WINNSBORO ISD,250,wood,62.5,95.9,10.0,58.1,97.4,1452
251901,DENVER CITY ISD,251,yoakum,59.9,94.3,15.5,22.7,100.0,1467
251902,PLAINS ISD,251,yoakum,61.9,93.9,16.5,3.3,100.0,423
252901,GRAHAM ISD,252,young,48.8,94.2,16.8,21.7,98.6,2146
252902,NEWCASTLE ISD,252,young,62.2,94.9,14.0,10.0,100.0,225
252903,OLNEY ISD,252,young,55.6,94.6,16.1,32.1,94.6,689
253901,ZAPATA COUNTY ISD,253,zapata,88.9,91.8,26.6,57.5,96.4,3282
254901,CRYSTAL CITY ISD,254,zavala,81.3,90.3,33.8,43.8,90.2,1635
254902,LA PRYOR ISD,254,zavala,85.1,91.4,29.3,9.1,93.9,435
